id_entrega,distancia_km,tipo_veiculo,capacidade_veiculo_t,carga_t,tempo_estimado_min,tempo_real_min,valor_frete,custo_combustivel
13016,218.59,Truck,14.0,11.2,695.47,638.51,1333.13,355.04
13017,213.15,Toco,6.0,1.75,620.81,522.22,896.21,223.45
13018,49.83,Toco,6.0,4.77,117.81,156.01,261.8,51.02
13019,55.87,3/4,4.0,2.85,133.39,157.64,224.31,51.87
13020,94.18,3/4,4.0,3.94,243.42,220.49,358.91,82.78
13021,85.89,Toco,6.0,4.53,206.5,220.83,389.2,95.96
13022,237.71,Carreta_Sider,28.0,13.49,311.67,378.77,1881.93,765.76
13023,67.32,VUC,3.0,2.03,159.34,155.01,213.75,43.64
13024,17.99,3/4,4.0,2.85,56.74,69.63,99.87,11.51
13025,87.63,3/4,4.0,3.14,257.75,214.07,335.85,71.54
13026,85.23,Toco,6.0,3.29,215.41,210.27,379.21,94.28
13027,84.69,VUC,3.0,2.56,202.04,202.21,285.38,51.96
13028,193.19,Truck,14.0,5.51,588.97,562.57,1114.09,311.92
13029,47.59,3/4,4.0,3.88,124.51,120.63,196.5,39.95
13030,19.53,Truck,14.0,5.79,108.54,86.85,178.6,25.75
13031,306.64,Carreta_Bau,28.0,5.09,490.53,466.12,2176.55,942.57
13032,72.65,VUC,3.0,0.96,153.74,145.52,223.88,43.1
13033,39.35,VUC,3.0,2.81,102.55,75.79,140.36,23.86
13034,35.36,Toco,6.0,4.93,107.36,107.69,198.48,29.94
13035,492.9,Carreta_Sider,28.0,14.66,783.44,692.91,3692.17,1597.76
13036,467.33,Carreta_Sider,28.0,25.74,651.61,689.19,3683.86,1557.85
13037,39.56,Truck,14.0,5.03,129.76,153.55,287.37,66.04
13038,54.88,Toco,6.0,2.09,175.89,146.75,238.92,56.83
13039,34.35,VUC,3.0,0.78,78.04,87.42,101.08,15.73
13040,305.42,Carreta_Sider,28.0,14.73,453.35,478.7,2378.67,992.94
13041,66.78,3/4,4.0,2.35,159.24,172.58,247.56,61.53
13042,243.22,Carreta_Sider,28.0,7.65,437.92,368.62,1841.72,786.29
13043,354.97,Carreta_Bau,28.0,6.93,552.33,516.13,2542.06,1096.12
13044,62.94,VUC,3.0,1.45,131.58,130.25,206.4,34.85
13045,355.21,Carreta_Bau,28.0,9.74,446.33,519.94,2586.03,1108.41
13046,385.6,Carreta_Bau,28.0,17.87,610.32,539.74,2918.41,1222.91
13047,50.31,3/4,4.0,2.38,121.39,129.07,199.94,42.78
13048,322.63,Carreta_Sider,28.0,8.07,419.09,481.11,2407.13,1030.68
13049,106.37,3/4,4.0,0.65,284.08,281.28,361.63,81.53
13050,8.91,3/4,4.0,2.79,33.69,24.11,70.1,10.98
13051,127.32,VUC,3.0,2.42,227.52,260.99,391.5,87.24
13052,89.23,3/4,4.0,2.26,220.92,235.05,319.43,73.85
13053,508.85,Carreta_Sider,28.0,17.9,660.81,727.84,3843.21,1672.91
13054,412.15,Carreta_Sider,28.0,27.09,544.56,616.49,3319.27,1374.82
13055,41.46,Toco,6.0,4.82,116.97,115.93,237.08,44.76
13056,44.9,VUC,3.0,1.3,107.59,88.1,137.31,22.65
13057,45.5,Truck,14.0,12.22,120.54,152.94,406.01,67.15
13058,37.22,VUC,3.0,1.85,91.1,81.34,125.02,21.37
13059,65.39,VUC,3.0,1.78,151.52,136.71,213.77,43.83
13060,5.27,Toco,6.0,4.43,9.61,26.4,63.98,17.45
13061,83.49,3/4,4.0,2.06,217.85,193.21,299.98,70.92
13062,13.32,3/4,4.0,3.59,43.23,60.0,80.05,14.47
13063,94.97,Toco,6.0,1.75,266.49,231.65,411.96,97.33
13064,498.0,Carreta_Bau,28.0,14.24,586.81,685.94,3625.66,1566.29
13065,61.16,VUC,3.0,0.62,106.08,140.86,180.71,38.78
13066,10.03,VUC,3.0,2.25,24.93,32.52,52.76,1.77
13067,55.18,VUC,3.0,1.14,160.1,134.53,176.0,41.68
13068,34.15,Toco,6.0,3.07,96.43,109.22,183.97,36.29
13069,239.3,Carreta_Bau,28.0,25.3,391.05,397.59,2030.01,774.96
13070,90.73,VUC,3.0,0.93,167.67,213.38,273.89,57.35
13071,72.75,VUC,3.0,0.46,112.48,126.41,223.56,43.86
13072,322.35,Carreta_Bau,28.0,17.96,505.49,513.42,2472.48,1017.1
13073,231.83,Carreta_Bau,28.0,14.61,378.58,391.22,1811.24,727.47
13074,481.3,Carreta_Bau,28.0,5.51,549.8,676.38,3407.67,1492.62
13075,217.29,Toco,6.0,2.41,450.2,539.19,898.96,229.16
13076,389.87,Carreta_Bau,28.0,9.89,614.08,552.49,2820.69,1217.64
13077,50.14,Truck,14.0,5.2,142.66,169.29,335.62,79.43
13078,43.11,Toco,6.0,4.93,117.12,121.73,237.21,50.44
13079,94.62,VUC,3.0,1.23,237.05,208.78,293.55,61.14
13080,64.73,Toco,6.0,3.4,186.35,182.26,307.87,63.61
13081,50.77,Toco,6.0,2.25,164.1,126.67,233.3,55.34
13082,40.21,Toco,6.0,5.75,123.27,131.01,237.44,55.48
13083,169.4,VUC,3.0,2.42,339.47,369.72,508.14,111.65
13084,139.73,Truck,14.0,7.14,375.93,406.43,847.82,232.16
13085,161.14,Truck,14.0,10.75,461.42,460.94,1014.1,267.82
13086,33.54,3/4,4.0,1.67,81.35,91.94,144.08,32.13
13087,68.19,Truck,14.0,3.08,243.08,201.87,416.23,105.57
13088,57.5,3/4,4.0,2.06,113.72,147.72,218.55,48.0
13089,81.18,VUC,3.0,1.89,167.81,168.49,266.02,56.63
13090,320.02,Carreta_Bau,28.0,12.51,456.61,495.39,2369.76,1000.48
13091,453.93,Carreta_Bau,28.0,13.76,554.05,620.18,3317.13,1430.67
13092,519.69,Carreta_Sider,28.0,21.2,603.71,720.2,3978.9,1706.37
13093,359.64,Carreta_Bau,28.0,25.51,562.81,535.74,2849.47,1157.16
13094,321.78,Carreta_Sider,28.0,25.48,512.26,482.1,2659.48,1067.66
13095,54.37,3/4,4.0,2.56,106.99,125.28,218.57,59.49
13096,56.99,VUC,3.0,2.06,158.44,106.95,182.3,34.84
13097,47.44,3/4,4.0,2.41,118.92,124.87,191.65,42.41
13098,73.4,Truck,14.0,6.52,211.55,244.26,477.77,109.26
13099,41.76,3/4,4.0,3.11,103.88,103.84,167.91,30.0
13100,81.53,VUC,3.0,0.73,152.37,197.07,242.49,52.82
13101,429.43,Carreta_Bau,28.0,25.48,511.33,603.72,3327.18,1379.96
13102,33.76,VUC,3.0,1.17,62.22,75.34,119.84,20.2
13103,122.09,3/4,4.0,1.34,279.55,299.35,439.74,100.5
13104,438.99,Carreta_Sider,28.0,10.72,506.12,635.51,3255.98,1413.66
13105,417.31,Carreta_Bau,28.0,23.52,625.25,605.62,3202.85,1328.39
13106,320.06,Carreta_Bau,28.0,10.6,474.41,487.96,2346.91,997.92
13107,67.03,VUC,3.0,2.0,151.46,149.95,208.22,42.12
13108,104.77,3/4,4.0,1.77,255.67,252.92,373.72,93.52
13109,85.26,3/4,4.0,2.83,196.55,196.66,317.04,77.06
13110,180.93,Truck,14.0,9.14,609.2,559.78,1085.56,282.92
13111,73.99,VUC,3.0,2.99,158.84,159.43,256.18,44.94
13112,35.18,3/4,4.0,1.66,80.66,91.13,142.39,38.58
13113,252.13,Carreta_Sider,28.0,12.53,406.55,409.87,1979.57,820.06
13114,495.02,Carreta_Sider,28.0,8.93,620.24,699.07,3618.6,1591.61
13115,68.28,Toco,6.0,3.27,216.64,196.76,325.51,71.52
13116,366.36,Carreta_Sider,28.0,24.13,500.57,517.46,2947.51,1217.41
13117,22.84,3/4,4.0,1.32,64.12,91.21,90.66,11.52
13118,311.79,Carreta_Sider,28.0,27.08,392.19,517.26,2610.82,1036.3
13119,9.29,3/4,4.0,0.64,29.72,53.48,36.66,9.42
13120,76.02,3/4,4.0,3.34,194.07,188.15,292.76,68.5
13121,77.53,VUC,3.0,2.21,145.13,189.83,252.02,51.28
13122,6.09,3/4,4.0,3.68,9.75,34.82,50.67,7.24
13123,90.25,Toco,6.0,3.56,238.81,245.13,419.35,98.96
13124,44.58,VUC,3.0,2.19,139.4,114.57,154.29,27.27
13125,86.38,Toco,6.0,1.15,193.9,237.89,366.6,98.45
13126,75.72,VUC,3.0,1.46,159.15,182.43,238.77,57.57
13127,85.96,Toco,6.0,4.83,227.32,202.12,410.0,94.36
13128,79.84,3/4,4.0,0.97,216.15,191.53,277.55,60.55
13129,302.58,Carreta_Sider,28.0,22.82,431.1,461.41,2473.25,998.56
13130,426.49,Carreta_Sider,28.0,11.54,538.86,624.64,3193.07,1377.1
13131,92.63,Truck,14.0,6.3,300.48,271.75,574.03,139.26
13132,232.54,Carreta_Sider,28.0,19.61,372.85,387.99,1933.6,769.97
13133,61.25,VUC,3.0,0.65,129.45,151.0,174.32,35.28
13134,24.68,VUC,3.0,2.04,71.64,82.2,96.56,11.79
13135,135.17,VUC,3.0,2.78,248.44,303.34,415.9,86.77
13136,382.74,Carreta_Sider,28.0,6.43,562.16,565.31,2797.45,1219.88
13137,234.83,Carreta_Bau,28.0,10.22,407.3,357.38,1761.05,732.2
13138,39.45,3/4,4.0,0.65,111.66,88.67,142.63,36.61
13139,233.38,Carreta_Sider,28.0,16.53,367.37,370.56,1896.19,767.56
13140,72.42,VUC,3.0,2.31,143.75,147.18,219.82,50.93
13141,18.28,Toco,6.0,5.62,48.69,69.37,138.84,15.56
13142,88.62,3/4,4.0,1.85,206.21,226.96,320.17,74.14
13143,288.25,Carreta_Sider,28.0,7.74,406.31,458.57,2164.45,923.57
13144,22.68,VUC,3.0,0.52,58.14,32.82,77.85,15.74
13145,198.16,Toco,6.0,2.56,493.36,504.68,832.15,215.84
13146,486.72,Carreta_Bau,28.0,16.39,565.54,666.66,3587.45,1537.02
13147,454.96,Carreta_Bau,28.0,25.64,629.67,612.74,3503.98,1463.44
13148,516.21,Carreta_Sider,28.0,9.35,671.05,726.79,3765.12,1663.19
13149,504.93,Carreta_Sider,28.0,22.79,591.99,728.47,3913.74,1667.54
13150,83.71,Toco,6.0,3.35,242.44,216.93,383.64,95.62
13151,48.02,3/4,4.0,3.55,108.11,119.79,203.58,45.54
13152,80.5,VUC,3.0,2.65,177.79,180.83,259.3,59.82
13153,91.2,Toco,6.0,5.27,238.36,251.27,436.31,101.9
13154,42.42,VUC,3.0,1.47,113.38,90.75,137.93,34.29
13155,67.39,Truck,14.0,6.22,208.08,202.25,445.7,107.8
13156,24.63,3/4,4.0,1.3,82.71,55.23,94.76,22.32
13157,76.87,Toco,6.0,2.06,224.9,228.49,338.84,86.2
13158,78.61,Truck,14.0,9.43,231.16,265.73,544.56,124.17
13159,228.64,Carreta_Sider,28.0,27.09,392.11,381.32,2017.19,760.06
13160,30.87,VUC,3.0,2.0,80.84,64.01,112.35,16.57
13161,256.75,Carreta_Sider,28.0,14.01,437.99,399.18,2028.4,832.75
13162,391.76,Carreta_Sider,28.0,9.97,609.64,548.17,2911.38,1257.74
13163,6.2,3/4,4.0,2.82,26.23,57.99,49.73,5.83
13164,101.73,VUC,3.0,0.99,209.98,210.81,291.06,63.93
13165,43.24,3/4,4.0,0.92,104.31,122.12,149.02,34.55
13166,517.4,Carreta_Sider,28.0,6.43,782.25,708.92,3746.61,1653.02
13167,19.47,Toco,6.0,5.24,71.58,66.64,149.79,18.1
13168,78.49,3/4,4.0,1.9,223.26,186.39,274.44,61.89
13169,27.76,Truck,14.0,13.29,75.21,116.58,335.52,40.39
13170,89.88,Truck,14.0,8.01,272.67,275.96,589.66,137.95
13171,99.61,Truck,14.0,10.33,345.38,318.41,678.98,160.95
13172,320.88,Carreta_Sider,28.0,23.88,500.02,517.59,2631.49,1065.19
13173,379.2,Carreta_Bau,28.0,25.01,494.15,548.58,2976.87,1217.55
13174,483.51,Carreta_Bau,28.0,8.07,530.96,660.63,3448.24,1500.27
13175,368.76,Carreta_Bau,28.0,9.36,595.81,504.25,2682.35,1145.25
13176,92.43,Truck,14.0,3.89,294.32,274.45,561.29,158.14
13177,348.71,Carreta_Sider,28.0,14.8,569.53,523.69,2677.5,1134.1
13178,86.7,Truck,14.0,3.94,222.4,263.09,509.68,136.46
13179,58.56,3/4,4.0,2.81,140.92,145.38,228.25,44.76
13180,28.34,Toco,6.0,2.75,96.73,96.52,150.64,39.14
13181,222.65,Carreta_Bau,28.0,27.14,362.09,390.09,1925.96,711.57
13182,77.46,VUC,3.0,2.53,152.58,142.7,249.63,46.48
13183,67.85,3/4,4.0,3.06,144.67,170.29,246.34,54.22
13184,92.92,Toco,6.0,4.41,210.04,244.51,440.7,101.7
13185,38.33,VUC,3.0,0.55,53.0,84.1,120.37,25.8
13186,9.35,Truck,14.0,3.1,42.07,69.67,93.43,15.31
13187,346.14,Carreta_Bau,28.0,14.48,490.1,482.06,2590.66,1086.66
13188,413.62,Carreta_Sider,28.0,25.97,662.1,612.73,3312.45,1368.42
13189,94.85,Truck,14.0,3.22,321.78,308.07,560.7,161.21
13190,80.28,VUC,3.0,1.52,145.54,178.49,246.76,52.61
13191,24.16,Toco,6.0,4.95,69.24,67.64,164.97,29.46
13192,70.03,VUC,3.0,1.27,121.26,153.26,206.28,41.14
13193,4.06,VUC,3.0,2.82,8.12,47.03,42.48,1.17
13194,314.13,Carreta_Sider,28.0,26.45,476.51,513.09,2628.69,1051.46
13195,426.35,Carreta_Sider,28.0,5.56,551.33,598.15,3099.61,1347.98
13196,54.76,VUC,3.0,2.02,125.98,147.03,180.46,39.14
13197,37.02,Toco,6.0,1.64,96.31,118.62,165.98,38.27
13198,38.7,VUC,3.0,1.57,78.71,56.69,142.34,26.83
13199,26.25,Toco,6.0,5.48,83.49,85.06,175.79,37.4
13200,124.59,Truck,14.0,2.97,321.56,395.94,705.6,196.97
13201,237.54,Carreta_Bau,28.0,26.51,424.23,394.06,2037.65,752.14
13202,502.92,Carreta_Sider,28.0,27.87,731.39,742.56,3963.85,1673.35
13203,232.46,Carreta_Bau,28.0,20.15,324.11,362.45,1900.54,739.68
13204,359.29,Carreta_Sider,28.0,12.68,511.14,515.23,2732.45,1170.76
13205,315.95,Carreta_Sider,28.0,10.17,398.3,495.57,2398.04,1014.99
13206,29.01,Toco,6.0,3.11,99.25,103.15,157.79,39.15
13207,45.37,Truck,14.0,4.24,137.85,150.88,305.31,61.36
13208,26.58,3/4,4.0,0.67,57.6,86.51,86.23,19.5
13209,46.45,3/4,4.0,0.81,127.33,110.25,164.31,43.74
13210,56.54,3/4,4.0,2.86,164.16,126.69,218.23,53.07
13211,68.71,VUC,3.0,0.5,181.66,158.51,202.23,33.26
13212,493.07,Carreta_Bau,28.0,11.37,725.29,668.18,3548.32,1536.3
13213,164.18,Toco,6.0,4.35,372.61,429.28,723.64,179.2
13214,65.62,3/4,4.0,1.19,146.97,164.24,231.57,51.45
13215,26.02,Toco,6.0,2.59,71.88,78.78,141.36,33.88
13216,222.24,Carreta_Sider,28.0,4.95,303.38,390.37,1654.52,707.55
13217,7.57,VUC,3.0,0.74,25.51,13.37,27.29,-2.46
13218,79.77,VUC,3.0,1.03,162.55,178.24,235.25,52.78
13219,83.38,3/4,4.0,1.03,186.76,199.37,294.63,72.0
13220,93.08,Truck,14.0,7.72,322.89,291.46,613.55,146.19
13221,91.33,Truck,14.0,3.61,291.86,279.12,538.57,142.08
13222,461.51,Carreta_Sider,28.0,11.46,696.01,667.96,3429.39,1485.9
13223,378.14,Carreta_Bau,28.0,21.42,546.24,555.98,2916.72,1213.1
13224,325.8,Carreta_Sider,28.0,19.76,531.38,493.07,2594.53,1069.28
13225,61.68,Toco,6.0,2.85,169.79,156.67,274.21,55.56
13226,262.83,Carreta_Bau,28.0,26.36,465.33,414.38,2204.52,840.9
13227,269.81,Carreta_Sider,28.0,22.94,446.88,428.6,2239.33,895.26
13228,85.38,Truck,14.0,9.33,275.05,276.88,575.44,138.25
13229,492.34,Carreta_Bau,28.0,14.6,744.39,673.76,3584.58,1542.48
13230,44.77,VUC,3.0,0.6,97.03,109.61,135.02,26.2
13231,75.65,Toco,6.0,3.01,171.55,186.12,337.8,86.73
13232,90.94,Truck,14.0,8.59,271.8,277.65,595.51,159.86
13233,76.46,VUC,3.0,2.98,123.22,177.55,253.97,49.94
13234,41.83,3/4,4.0,3.84,88.51,125.19,184.89,38.72
13235,38.38,Truck,14.0,3.44,144.05,110.32,262.95,61.03
13236,30.53,VUC,3.0,2.95,67.8,98.55,115.51,21.14
13237,380.21,Carreta_Sider,28.0,22.16,442.67,589.47,3014.86,1249.91
13238,37.4,3/4,4.0,2.92,89.71,114.27,164.64,39.24
13239,78.67,Truck,14.0,12.85,235.3,270.2,590.05,128.85
13240,67.84,VUC,3.0,1.28,136.11,146.52,204.08,37.64
13241,489.87,Carreta_Bau,28.0,13.7,614.23,659.9,3569.51,1534.12
13242,26.74,VUC,3.0,2.67,60.81,69.79,106.38,20.79
13243,508.18,Carreta_Sider,28.0,6.67,649.88,707.23,3692.05,1620.15
13244,68.75,Truck,14.0,10.54,223.03,213.66,512.61,121.12
13245,38.52,3/4,4.0,3.35,91.81,111.11,176.13,36.37
13246,54.76,Truck,14.0,12.63,162.19,205.5,467.36,95.51
13247,37.7,Toco,6.0,2.02,107.48,124.18,179.56,38.29
13248,327.48,Carreta_Bau,28.0,20.37,505.92,492.73,2550.25,1039.3
13249,354.2,Carreta_Bau,28.0,6.24,527.38,473.11,2520.57,1094.92
13250,51.47,3/4,4.0,3.53,119.04,110.26,216.95,38.5
13251,373.96,Carreta_Sider,28.0,15.67,447.69,552.9,2867.34,1219.89
13252,70.41,3/4,4.0,2.72,139.38,182.13,259.53,64.68
13253,70.53,3/4,4.0,3.49,176.21,154.13,265.71,57.4
13254,72.54,VUC,3.0,1.74,182.59,163.12,216.56,49.99
13255,39.58,3/4,4.0,2.33,114.61,114.34,145.33,34.86
13256,451.65,Carreta_Sider,28.0,15.26,692.77,644.51,3407.68,1474.8
13257,66.84,Toco,6.0,3.96,190.97,175.93,316.75,81.18
13258,25.72,Truck,14.0,10.64,80.44,82.14,290.94,46.4
13259,47.45,Truck,14.0,11.68,134.13,175.23,415.29,78.44
13260,57.06,Truck,14.0,2.45,193.73,173.08,348.24,97.13
13261,66.47,VUC,3.0,1.34,159.37,172.09,213.41,42.55
13262,375.11,Carreta_Bau,28.0,14.49,466.88,542.46,2769.9,1178.28
13263,86.99,3/4,4.0,0.94,230.81,213.8,306.88,69.29
13264,31.73,3/4,4.0,3.16,99.67,99.29,145.26,27.74
13265,80.92,VUC,3.0,1.78,189.36,173.88,256.22,56.98
13266,32.31,3/4,4.0,0.61,90.38,93.61,106.38,21.58
13267,54.22,Truck,14.0,9.61,165.49,172.0,418.54,83.0
13268,143.73,Truck,14.0,6.13,412.55,415.21,848.8,226.96
13269,495.53,Carreta_Bau,28.0,21.5,637.16,673.94,3710.56,1586.11
13270,79.36,Toco,6.0,1.82,175.75,206.71,360.86,86.84
13271,375.9,Carreta_Bau,28.0,4.23,428.21,559.21,2650.87,1164.26
13272,69.81,Toco,6.0,1.34,176.18,177.16,308.16,71.69
13273,464.71,Carreta_Bau,28.0,14.68,546.44,651.83,3409.55,1455.84
13274,275.51,Carreta_Sider,28.0,22.0,417.21,442.38,2265.29,916.55
13275,296.75,Carreta_Bau,28.0,18.57,497.6,438.68,2308.98,937.43
13276,387.76,Carreta_Bau,28.0,4.56,589.77,555.4,2740.21,1197.6
13277,82.52,VUC,3.0,1.96,179.58,175.35,259.93,46.5
13278,78.15,3/4,4.0,2.24,188.94,183.69,290.44,67.14
13279,29.15,VUC,3.0,2.48,79.8,88.56,122.38,18.15
13280,94.36,Toco,6.0,2.21,288.65,246.94,416.73,94.15
13281,424.97,Carreta_Bau,28.0,21.31,664.72,608.46,3236.92,1364.81
13282,89.27,Toco,6.0,4.12,249.09,239.33,418.64,93.15
13283,43.15,3/4,4.0,2.72,115.31,111.31,185.21,32.15
13284,8.3,VUC,3.0,1.48,33.39,11.42,36.7,2.03
13285,31.62,Toco,6.0,0.97,68.04,108.01,133.5,22.63
13286,128.34,Truck,14.0,4.33,309.18,385.09,746.03,204.9
13287,268.12,Carreta_Bau,28.0,24.29,379.42,440.02,2195.86,857.06
13288,80.09,3/4,4.0,2.7,145.64,196.23,293.55,73.3
13289,90.53,Toco,6.0,3.85,259.06,257.36,414.85,100.3
13290,79.68,Toco,6.0,3.58,182.12,217.88,363.45,80.32
13291,40.1,Toco,6.0,1.29,145.76,136.2,185.51,39.38
13292,422.19,Carreta_Sider,28.0,12.47,551.4,594.87,3168.18,1376.21
13293,9.14,VUC,3.0,2.03,33.83,20.96,51.36,1.34
13294,51.1,3/4,4.0,1.03,109.02,154.03,176.76,46.67
13295,38.25,Toco,6.0,5.6,95.11,127.64,218.34,39.01
13296,516.7,Carreta_Bau,28.0,5.93,730.2,719.98,3627.81,1590.95
13297,99.95,3/4,4.0,2.91,244.69,247.45,372.56,82.83
13298,15.19,Truck,14.0,5.68,37.2,64.76,173.91,31.94
13299,13.63,VUC,3.0,2.65,40.57,67.86,69.83,1.56
13300,17.93,3/4,4.0,3.41,57.53,31.74,101.65,18.74
13301,207.54,Truck,14.0,6.07,581.71,614.95,1192.01,342.54
13302,22.73,3/4,4.0,2.17,67.73,31.3,100.46,16.49
13303,72.59,VUC,3.0,2.9,180.68,183.87,247.84,52.6
13304,292.56,Carreta_Bau,28.0,18.67,341.83,435.5,2285.8,932.21
13305,189.75,3/4,4.0,0.62,483.18,432.27,649.72,153.01
13306,38.74,VUC,3.0,2.43,111.12,79.48,146.21,20.44
13307,43.76,3/4,4.0,1.83,115.14,121.57,175.78,36.1
13308,58.45,VUC,3.0,1.15,130.6,129.89,180.52,37.61
13309,91.37,3/4,4.0,3.43,243.55,239.6,346.85,76.93
13310,72.84,3/4,4.0,3.89,153.9,170.29,287.04,66.04
13311,106.44,3/4,4.0,0.81,279.55,235.19,371.49,84.47
13312,324.31,Carreta_Bau,28.0,13.49,516.28,473.85,2423.24,1013.18
13313,62.76,VUC,3.0,1.16,153.14,164.25,194.97,39.83
13314,71.69,VUC,3.0,2.74,166.81,175.41,241.91,48.03
13315,69.46,Toco,6.0,5.33,211.58,208.47,336.08,83.38
13316,66.81,VUC,3.0,2.75,159.35,143.1,209.29,45.97
13317,370.99,Carreta_Bau,28.0,5.22,582.34,507.16,2632.84,1147.72
13318,49.17,VUC,3.0,0.58,111.07,132.99,152.78,29.11
13319,55.58,VUC,3.0,1.86,122.05,107.81,181.37,34.05
13320,46.0,VUC,3.0,0.88,100.9,106.86,134.32,25.84
13321,39.94,3/4,4.0,0.98,110.59,94.89,152.95,34.15
13322,28.64,Toco,6.0,2.23,108.12,90.66,157.27,31.47
13323,271.83,Carreta_Sider,28.0,21.08,440.12,416.16,2228.81,895.43
13324,252.2,Carreta_Bau,28.0,20.19,403.11,417.19,2027.21,801.48
13325,36.32,3/4,4.0,3.27,95.84,117.1,160.04,31.03
13326,513.88,Carreta_Sider,28.0,5.69,702.1,723.44,3719.81,1646.74
13327,43.0,VUC,3.0,2.4,85.04,86.14,157.38,29.31
13328,297.95,Carreta_Sider,28.0,15.88,458.65,470.84,2341.75,973.4
13329,56.72,VUC,3.0,1.25,119.28,126.6,174.49,38.39
13330,49.49,Toco,6.0,4.01,161.82,142.15,246.08,53.18
13331,434.18,Carreta_Bau,28.0,23.23,585.98,641.51,3315.71,1392.85
13332,13.82,VUC,3.0,0.71,23.76,34.6,57.77,8.79
13333,34.94,VUC,3.0,2.51,101.93,94.8,131.9,16.5
13334,38.23,VUC,3.0,1.9,85.8,67.13,129.9,21.7
13335,68.33,Toco,6.0,4.06,180.07,189.37,327.53,84.63
13336,34.29,Toco,6.0,5.38,101.04,119.19,204.53,43.78
13337,4.72,VUC,3.0,2.26,22.45,21.04,27.44,1.56
13338,217.05,Toco,6.0,3.88,632.75,561.18,917.73,240.12
13339,11.67,VUC,3.0,1.31,27.27,25.34,47.28,8.52
13340,49.23,Toco,6.0,3.5,116.46,134.56,241.34,62.21
13341,21.15,VUC,3.0,2.58,46.29,55.19,89.23,13.14
13342,447.83,Carreta_Bau,28.0,27.9,625.5,632.27,3504.39,1448.66
13343,49.01,3/4,4.0,3.17,117.49,138.58,199.36,38.11
13344,56.25,Toco,6.0,4.93,144.42,174.85,283.59,61.3
13345,88.94,VUC,3.0,2.23,157.44,204.83,278.95,43.9
13346,445.07,Carreta_Sider,28.0,22.45,643.22,610.75,3467.98,1470.71
13347,208.77,Toco,6.0,2.14,455.27,526.4,874.42,228.92
13348,63.66,VUC,3.0,1.53,152.75,155.21,194.33,49.14
13349,373.74,Carreta_Sider,28.0,17.43,610.82,553.7,2898.79,1223.66
13350,6.82,VUC,3.0,1.85,37.43,24.01,39.26,2.56
13351,38.65,3/4,4.0,2.63,88.02,115.65,159.4,28.84
13352,76.2,3/4,4.0,3.91,183.49,200.8,305.12,63.77
13353,27.71,3/4,4.0,3.51,59.94,87.38,138.62,15.93
13354,88.17,Truck,14.0,11.95,276.61,257.07,649.79,145.18
13355,52.14,3/4,4.0,3.42,133.42,117.49,219.14,38.82
13356,12.41,VUC,3.0,2.47,38.82,44.57,61.57,5.09
13357,25.99,3/4,4.0,2.91,77.44,45.56,116.99,21.22
13358,86.47,Toco,6.0,2.21,198.56,254.23,381.12,94.45
13359,384.86,Carreta_Sider,28.0,24.57,491.83,579.68,3095.35,1267.88
13360,283.11,Carreta_Sider,28.0,10.86,390.34,431.84,2168.51,910.83
13361,94.22,Truck,14.0,10.73,295.27,285.98,647.15,159.14
13362,82.53,VUC,3.0,0.73,195.82,198.46,247.82,58.91
13363,33.18,VUC,3.0,1.85,51.88,63.53,117.0,20.96
13364,73.96,VUC,3.0,1.26,199.54,137.42,232.44,58.0
13365,24.22,3/4,4.0,3.0,39.76,56.92,118.16,24.26
13366,38.99,VUC,3.0,2.63,120.13,97.82,142.43,25.75
13367,423.86,Carreta_Sider,28.0,4.57,544.29,623.99,3064.32,1354.45
13368,225.43,Carreta_Sider,28.0,6.92,370.4,386.65,1708.05,718.1
13369,67.44,3/4,4.0,3.75,156.25,161.29,260.75,53.17
13370,92.17,Toco,6.0,2.12,268.8,249.13,401.54,103.47
13371,300.82,Carreta_Sider,28.0,21.59,382.22,479.79,2443.15,994.08
13372,43.97,3/4,4.0,3.36,122.34,118.07,182.59,43.09
13373,515.81,Carreta_Bau,28.0,21.83,670.88,682.85,3866.75,1651.92
13374,49.12,Truck,14.0,2.48,171.63,155.8,304.43,88.49
13375,24.04,3/4,4.0,3.1,73.67,81.57,101.2,13.37
13376,40.69,Toco,6.0,5.8,137.34,148.34,235.18,43.43
13377,9.73,VUC,3.0,1.39,36.59,38.33,41.37,4.76
13378,170.94,3/4,4.0,3.01,375.22,411.85,616.01,152.33
13379,82.13,Toco,6.0,2.31,180.1,233.08,354.31,90.09
13380,157.81,Truck,14.0,13.97,397.07,468.41,1050.6,270.12
13381,6.12,3/4,4.0,1.31,36.51,10.65,42.67,6.53
13382,155.43,Toco,6.0,2.46,412.74,416.27,659.12,167.12
13383,519.2,Carreta_Sider,28.0,8.2,756.8,743.46,3788.2,1667.62
13384,66.2,Toco,6.0,5.77,189.18,178.78,335.25,74.83
13385,28.86,Truck,14.0,8.9,84.13,126.49,278.98,49.29
13386,162.96,Truck,14.0,5.04,480.31,480.97,938.82,266.3
13387,47.33,VUC,3.0,0.79,112.75,90.12,144.36,31.98
13388,175.85,3/4,4.0,3.57,443.78,408.58,623.76,156.83
13389,29.62,Truck,14.0,2.85,110.96,98.32,208.95,47.63
13390,40.41,3/4,4.0,2.79,103.46,112.79,169.14,35.37
13391,53.76,Toco,6.0,4.01,115.22,158.22,264.17,53.71
13392,390.28,Carreta_Bau,28.0,22.57,448.37,557.94,3013.03,1252.84
